####################
# Notes:
# - For all romanian names:
#   - Every single "sh" is actually an s with , under it (S-comma).
#   - Every single ã is actually A-breve
####################

################################################################################
# JOBS
################################################################################
job_marshal_romanian_russian;Voievod;;;;;;;;;;;;;x
job_spiritual_romanian_russian;Duhovnic;;;;;;;;;;;;;x

################################################################################
# MINOR TITLES
################################################################################
title_master_of_the_horse_dacian;Ziacatralis;;;;;;;;;;;;;x # thracian name meaning "who feeds the horses"
title_master_of_the_horse_thracian;Ziacatralis;;;;;;;;;;;;;x # thracian name meaning "who feeds the horses"

################################################################################
# NOBLE TITLES - GENERIC
################################################################################
### FEUDAL (Emperor)
emperor_romanian_russian;Tar;;;;;;;;;;;;;x
emperor_female_romanian_russian;Tarinã;;;;;;;;;;;;;x
emperor_title_ruler_consort_romanian_russian;Mare Cneaz;;;;;;;;;;;;;x
emperor_title_ruler_consort_female_romanian_russian;Tarinã;;;;;;;;;;;;;x
### FEUDAL (King)
king_boii;Rix;;;;;;;;;;;;;x # From "Boiorix" which means "king of the boii"
king_dacian;Rezas;;;;;;;;;;;;;x # Fallback from thracian
king_romanian_russian;Mare Cneaz;;;;;;;;;;;;;x
king_femaleromanian__russian;Mare Cneazã;;;;;;;;;;;;;x
king_title_ruler_consort_romanian_russian;Mare Cneaz;;;;;;;;;;;;;x
king_title_ruler_consort_female_romanian_russian;Cneazã;;;;;;;;;;;;;x
king_thracian;Rezas;;;;;;;;;;;;;x
### FEUDAL (Duke)
duke_romanian_russian;Cneaz;;;;;;;;;;;;;x
duke_female_romanian_russian;Cneazã;;;;;;;;;;;;;x
duke_title_ruler_consort_romanian_russian;Cneaz;;;;;;;;;;;;;x
duke_title_ruler_consort_female_romanian_russian;Cneazã;;;;;;;;;;;;;x
### FEUDAL (Count)
count_romanian_russian;Cneaz Vasal;;;;;;;;;;;;;x
count_female_romanian_russian;Cneazã Vasalã;;;;;;;;;;;;;x
count_title_ruler_consort_romanian_russian;Cneaz Vasal;;;;;;;;;;;;;x
count_title_ruler_consort_female_romanian_russian;Cneazã;;;;;;;;;;;;;x
### FEUDAL (Baron)
baron_romanian_russian;Boier;;;;;;;;;;;;;x
baron_female_romanian_russian;Boierã;;;;;;;;;;;;;x
baron_title_ruler_consort_romanian_russian;Boier;;;;;;;;;;;;;x
baron_title_ruler_consort_female_romanian_russian;Boierã;;;;;;;;;;;;;x
### CITY (Count)
city_count_romanian_russian;Posadnic;;;;;;;;;;;;;x
### CITY (Baron)
city_baron_romanian_russian;Posadnic;;;;;;;;;;;;;x
### IMPERIAL
### NOMADIC
### TEMPLE (Barony)
